fighter_name,height,weight_lbs,reach_inches,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,age
Islem Masraf,72.0,205.0,74.0,0.68,20,3.88,15,0.0,0,100,0.0,30.247775496235455
Jameel Massouh,70.0,145.0,72.0,1.91,54,2.62,55,0.67,15,50,0.7,41.98220396988364
Mike Massenzio,74.0,185.0,73.0,2.08,45,3.59,54,2.74,24,50,1.4,43.846680355920604
Tiffany Masters,63.0,115.0,65.0,3.53,62,2.58,50,3.06,60,0,0.0,32.101300479123886
Arisa Matsuda,63.0,115.0,64.0,1.83,51,2.67,52,1.5,37,0,0.5,31.72621492128679
Tateki Matsuda,67.0,125.0,72.0,3.2,34,3.43,69,0.0,0,16,0.0,40.52292950034223
Al Matavao,68.0,205.0,67.0,7.84,46,6.7,58,0.0,0,0,0.0,32.53388090349076
Jorge Masvidal,71.0,170.0,74.0,4.05,47,3.05,64,1.38,59,72,0.3,41.81519507186858
Toki Matsui,66.0,125.0,65.0,0.0,0,0.0,0,0.0,0,0,0.0,26.99520876112252
Koichiro Matsumoto,67.0,145.0,72.0,1.9,26,3.5,31,0.0,0,0,0.0,40.50102669404517
Daijiro Matsui,69.0,200.0,72.0,0.84,45,1.69,55,1.83,30,43,0.4,53.752224503764545
Naoki Matsushita,66.0,155.0,72.0,3.3,32,2.2,63,1.5,100,0,0.0,50.43394934976044
Koyomi Matsushima,67.0,145.0,66.0,2.7,47,2.83,59,9.0,52,33,0.0,33.91101984941821
AJ Matthews,71.0,185.0,72.0,5.11,52,4.96,51,0.0,0,100,0.0,38.620123203285424
Jean Matsumoto,66.0,135.0,68.0,5.35,38,5.29,49,2.85,42,56,0.5,26.99247091033539
Connor Matthews,68.0,145.0,71.0,4.82,43,6.06,55,3.24,55,46,0.7,34.26694045174538
Jake Matthews,71.0,170.0,73.0,3.36,44,2.58,60,1.36,41,66,0.7,32.049281314168375
Claudio Mattos,70.0,185.0,72.0,0.0,0,3.53,0,0.0,0,0,0.0,39.59753593429158
John Matua,74.0,400.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Francesco Maturi,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Jeremy May,73.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.87132101300479
Jack May,80.0,255.0,72.0,1.52,38,3.29,33,0.91,33,20,0.0,45.39630390143737
Elaina Maxwell,68.0,145.0,72.0,2.07,60,2.4,53,0.0,0,50,1.0,47.723477070499655
Miranda Maverick,63.0,125.0,65.0,3.22,44,2.25,61,2.16,40,45,0.4,29.182751540041068
Nick Maximov,72.0,185.0,76.0,1.93,45,2.64,46,4.16,45,35,0.2,28.70362765229295
Vladimir Matyushenko,72.0,205.0,74.0,1.9,44,1.62,59,3.25,46,70,0.1,55.671457905544145
Brooke Mayo,67.0,125.0,72.0,1.92,34,3.2,63,3.2,60,0,2.1,39.59753593429158
Don'Tale Mayes,78.0,260.0,81.0,3.22,43,3.61,46,0.59,38,46,0.0,34.639288158795345
Gray Maynard,69.0,155.0,70.0,1.92,32,2.64,66,2.91,47,81,0.7,47.32922655715264
Francesco Mazzeo,75.0,205.0,75.0,1.83,44,0.75,65,3.23,50,0,0.0,28.95277207392197
Scott McAfee,68.0,155.0,72.0,0.0,0,1.33,50,0.0,0,0,0.0,43.03901437371663
Charles McCarthy,70.0,185.0,71.0,0.18,12,4.03,56,2.67,60,0,2.7,46.08350444900753
Sabina Mazo,67.0,125.0,70.0,6.1,43,4.35,57,0.65,80,59,0.2,29.451060917180012
Gina Mazany,66.0,125.0,68.0,3.73,50,3.52,50,4.34,52,33,0.2,38.04791238877481
Paddy McCorry,75.0,185.0,73.0,6.2,55,2.47,53,1.0,50,0,0.0,28.7419575633128
Danni McCormack,64.0,125.0,62.0,6.93,51,4.53,60,6.0,42,50,2.0,36.479123887748116
Bobby McAndrews,70.0,155.0,72.0,2.56,83,1.03,50,0.0,0,33,7.7,39.59753593429158
Michael McBride,73.0,155.0,72.0,4.08,48,5.85,40,1.85,42,30,1.2,40.49555099247091
Molly McCann,64.0,115.0,62.0,5.28,49,4.65,62,1.78,36,38,0.5,36.342231348391515
Kris McCray,72.0,170.0,76.0,2.69,45,2.57,54,2.88,55,38,0.0,44.95003422313484
Eric McConico,72.0,185.0,77.0,2.92,46,3.05,45,0.64,100,68,0.0,36.328542094455855
Liam McCracken,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,24.996577686516083
Sean McCorkle,79.0,265.0,81.0,0.85,44,2.48,52,2.12,40,33,4.2,50.13826146475017
Tamdan McCrory,76.0,185.0,76.0,2.07,49,1.6,46,2.28,50,33,2.5,39.83572895277207
Ian McCall,65.0,125.0,64.0,3.59,39,3.25,67,2.08,30,88,0.0,42.332648870636554
Rob McCullough,69.0,155.0,69.0,2.47,36,2.84,59,0.46,100,68,0.0,49.281314168377826
Michael McDonald,71.0,205.0,72.0,0.0,0,0.4,50,0.0,0,0,0.0,61.57973990417522
Scott McDonald,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Justin McCully,73.0,225.0,73.0,1.58,37,2.02,46,1.28,44,43,0.0,50.548939082819984
Robert McDaniel,75.0,185.0,75.0,1.64,44,1.98,56,0.93,50,50,1.4,43.34565366187543
Josh McDonald,70.0,185.0,72.0,0.8,57,3.4,33,9.0,50,0,0.0,39.59753593429158
Miles McDonald,67.0,115.0,72.0,5.1,45,4.0,43,0.0,0,100,1.0,35.06639288158795
Justin McElfresh,78.0,205.0,72.0,4.59,26,12.79,41,0.0,0,0,0.0,46.672142368240934
Liam McGeary,78.0,205.0,72.0,1.28,48,1.92,50,0.51,100,0,2.5,43.9233401779603
Drew McFedries,72.0,185.0,72.0,5.13,51,4.56,52,1.42,100,56,0.7,48.11225188227242
Marcus McGhee,68.0,135.0,69.0,5.44,43,3.64,56,0.24,11,90,0.2,36.33401779603012
Gan McGee,82.0,265.0,72.0,2.2,29,2.31,59,0.65,25,83,0.0,49.79329226557152
Ryan McGillivray,71.0,170.0,72.0,1.27,20,2.2,52,0.0,0,44,0.0,39.94250513347023
Ryan McGivern,72.0,185.0,72.0,2.22,29,2.22,57,0.0,0,0,0.0,46.63655030800821
Jack McGlaughlin,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Greg McIntyre,70.0,155.0,72.0,0.79,30,1.36,41,5.09,50,0,0.0,46.37645448323067
Conor McGregor,69.0,155.0,74.0,5.27,49,4.71,53,0.66,55,66,0.1,38.14647501711157
Court McGee,71.0,170.0,75.0,4.5,36,3.65,60,1.78,24,70,0.5,41.73305954825462
AJ McKee,70.0,145.0,72.0,2.75,32,0.92,80,11.01,100,100,11.0,39.59753593429158
Antonio McKee,68.0,155.0,72.0,1.37,45,0.74,74,1.47,33,57,0.0,56.48733744010951
Tim McKenzie,72.0,185.0,74.0,1.37,54,2.96,44,0.0,0,28,2.1,44.12867898699521
Rhys McKee,74.0,170.0,78.0,4.71,40,7.15,47,0.0,0,47,0.0,30.989733059548254
Cory McKenna,63.0,115.0,58.0,2.94,38,3.68,46,2.0,47,75,0.4,27.156741957563312
Cody McKenzie,72.0,155.0,72.0,1.74,34,2.5,67,2.5,25,14,2.5,38.724161533196444
Brian McLaughlin,69.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,42.31895961670089
Jason McLean,65.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,49.25941136208077
Garreth McLellan,73.0,185.0,72.0,3.56,54,2.94,45,1.15,22,34,0.9,44.01368925393566
Tommy McMillen,72.0,145.0,74.0,13.54,50,4.96,59,0.0,0,83,0.0,28.725530458590008
Sara McMann,66.0,135.0,66.0,2.26,46,1.92,47,4.38,65,50,0.5,45.949349760438054
Terrance McKinney,70.0,155.0,73.0,6.83,55,4.07,42,3.27,42,72,1.8,31.975359342915812
Tim Means,74.0,170.0,75.0,5.04,49,3.65,60,1.14,40,64,0.2,42.54346338124572
Charles McTorry,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
James McSweeney,76.0,230.0,77.0,3.94,55,4.33,42,0.52,33,100,1.1,45.86721423682409
Jackson McVey,76.0,185.0,77.0,6.51,69,3.37,23,0.0,0,0,1.2,27.45242984257358
Daniel McWilliams,73.0,185.0,72.0,3.36,77,0.0,0,0.0,0,100,21.6,43.644079397672826
Emil Meek,71.0,170.0,74.0,2.52,39,2.53,38,0.25,33,47,1.0,38.04517453798768
Anistavio Medeiros,66.0,145.0,72.0,3.64,44,5.0,47,0.0,0,0,0.0,38.34907597535934
Kaline Medeiros,63.0,115.0,72.0,2.06,70,0.29,83,4.41,100,0,4.4,39.59753593429158
MarQuel Mederos,70.0,155.0,69.0,5.46,58,4.58,52,0.23,8,82,0.0,29.765913757700204
Yancy Medeiros,70.0,155.0,75.0,4.36,37,5.67,47,0.33,50,73,0.7,38.997946611909654
Uros Medic,73.0,170.0,71.0,5.77,60,3.4,56,0.34,50,55,0.0,33.36618754277892
Todd Medina,70.0,193.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,56.35318275154004
Jason Medina,69.0,180.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Derrick Mehmen,76.0,205.0,72.0,1.93,14,4.53,48,1.0,16,0,0.0,41.270362765229294
Miika Mehmet,70.0,205.0,72.0,0.33,12,7.29,24,0.0,0,0,0.0,39.59753593429158
Frank Megallon,70.0,185.0,72.0,1.14,21,5.32,54,0.0,0,0,0.0,39.59753593429158
Sanford Alton Meeks,77.0,265.0,75.0,0.71,42,4.47,38,7.06,25,0,0.0,32.421629021218344
Gerald Meerschaert,73.0,185.0,77.0,2.95,45,3.44,53,1.7,29,40,1.5,38.718685831622174
Jordan Mein,72.0,170.0,73.0,3.35,44,2.55,69,1.56,58,66,0.2,36.90622861054072
Bryce Mejia,73.0,170.0,72.0,3.49,62,6.98,50,0.0,0,0,0.0,39.59753593429158
Brandon Melendez,71.0,155.0,72.0,0.84,26,0.56,63,0.0,0,25,0.0,43.455167693360714
Brian Melancon,68.0,170.0,72.0,4.18,49,3.64,64,2.02,100,66,0.0,44.276522929500345
Nair Melikyan,66.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,29.078713210130047
Anna Melisano,64.0,125.0,68.0,0.49,33,1.23,28,0.0,0,50,0.0,29.297741273100616
Gilbert Melendez,69.0,145.0,73.0,3.44,33,2.53,63,1.64,41,71,0.2,44.40246406570842
Antonio Mendes,75.0,205.0,77.0,1.34,47,6.85,22,2.51,50,100,0.0,45.38261464750171
Vanessa Melo,65.0,135.0,65.0,3.48,30,6.13,59,0.0,0,71,0.0,38.444900752908964
Marcelo Mello,67.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Fabio Mello,65.0,155.0,72.0,0.86,35,3.94,50,0.0,0,0,0.0,51.19233401779603
Augusto Mendes,66.0,135.0,65.0,2.42,34,3.91,56,1.75,33,80,0.0,43.51266255989049
Adam Meredith,74.0,170.0,72.0,2.63,50,2.11,55,7.89,100,100,7.9,39.59753593429158
Mateus Mendonca,66.0,125.0,71.0,1.66,40,4.14,30,2.54,27,55,0.4,27.63586584531143
Eddie Mendez,70.0,185.0,72.0,1.71,33,3.43,11,0.0,0,0,0.0,42.639288158795345
Luis Mendoza,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Pietro Menga,67.0,125.0,68.0,0.0,0,0.0,0,0.0,0,0,0.0,38.55715263518138
Chad Mendes,66.0,145.0,66.0,2.78,49,2.35,67,4.13,55,100,0.3,41.34976043805612
Meng Bo,64.0,115.0,62.0,3.47,50,2.67,53,3.0,100,100,0.0,30.439425051334702
Alonzo Menifield,72.0,205.0,76.0,3.84,53,3.81,51,0.48,31,78,0.2,38.88569472963724
Buck Meredith,74.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,44.3066392881588
Steve Mensing,71.0,185.0,72.0,0.0,0,9.51,42,0.0,0,0,0.0,48.7501711156742
Bia Mesquita,64.0,135.0,67.0,4.52,57,1.27,71,3.57,75,0,3.6,35.41683778234086
Dave Menne,70.0,170.0,72.0,1.84,44,1.99,42,0.46,50,57,2.5,52.106776180698155
Ivan Menjivar,66.0,145.0,64.0,2.78,37,2.76,65,0.56,28,38,1.0,44.271047227926076
Nick Meregali,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Brandon Michaels,69.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.794661190965094
Andreas Michailidis,72.0,170.0,76.0,2.9,51,3.57,44,1.12,27,50,0.0,38.13552361396304
David Michaud,69.0,155.0,72.0,3.25,43,4.45,54,2.53,58,77,0.7,37.82067077344285
Jonathan Micallef,72.0,170.0,77.0,3.85,43,3.64,56,1.08,42,66,0.7,27.50718685831622
Joe Merritt,72.0,170.0,72.0,1.53,58,0.73,66,0.0,0,68,0.0,42.49965776865161
Jonathan Meunier,75.0,170.0,72.0,3.47,50,1.43,69,0.58,33,58,0.0,39.09103353867214
Jeremiah Metcalf,73.0,185.0,72.0,1.74,59,0.27,60,4.02,66,100,2.0,45.16084873374401
Yaotzin Meza,69.0,145.0,71.0,1.43,41,1.62,64,1.06,20,18,1.4,45.58521560574949
David Mgoyan,69.0,145.0,70.0,5.67,44,7.53,48,2.0,16,100,1.0,22.198494182067076
Zachary Micklewright,72.0,155.0,74.0,5.56,53,4.72,54,0.7,12,100,0.0,50.04243668720055
Guy Mezger,73.0,200.0,72.0,2.3,32,1.36,72,0.39,50,88,0.0,58.680355920602324
Chris Mickle,69.0,145.0,72.0,3.03,27,9.7,48,0.0,0,0,0.0,43.15947980835045
Curtis Millender,74.0,170.0,76.0,3.86,46,2.95,61,0.43,100,57,0.0,38.76522929500342
Phillip Miller,71.0,185.0,72.0,1.61,54,1.93,50,3.62,25,100,0.6,47.54277891854894
Pat Miletich,70.0,170.0,72.0,1.79,45,1.66,63,1.96,100,54,1.0,58.49418206707735
Jason Miller,73.0,185.0,72.0,1.83,43,2.3,49,1.31,28,43,1.3,45.700205338809035
Bojan Mihajlovic,71.0,205.0,73.0,1.23,35,5.95,47,0.0,0,33,0.0,46.43668720054757
Keith Mielke,68.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Gabriel Miglioli,68.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Billy Miles,70.0,170.0,72.0,0.0,0,1.25,33,0.0,0,0,0.0,48.3586584531143
Kristof Midoux,73.0,220.0,72.0,0.7,43,2.89,49,0.0,0,0,0.0,52.10403832991102
Chris Mierzwiak,73.0,185.0,72.0,1.6,61,1.73,48,2.0,28,0,1.0,38.559890485968516
Dan Miller,73.0,185.0,74.0,2.03,36,3.06,49,1.67,54,47,1.8,45.1854893908282
Trent Miller,69.0,185.0,72.0,2.11,20,11.23,48,0.0,0,0,0.0,30.850102669404517
Ty Miller,74.0,170.0,77.0,9.13,46,3.9,63,0.0,0,91,0.0,26.255989048596852
Juliana Miller,67.0,125.0,66.0,2.74,41,3.84,45,2.38,31,44,1.3,30.33264887063655
Cole Miller,73.0,145.0,73.0,3.0,33,3.88,59,0.6,36,38,1.8,42.362765229295
Jim Miller,68.0,155.0,71.0,2.92,42,3.43,56,1.49,45,47,1.7,43.01984941820671
Aaron Miller,69.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Mo Miller,68.0,135.0,72.0,1.87,45,1.33,60,4.0,80,0,0.0,34.072553045859
Henry Miller,67.0,270.0,72.0,1.25,36,2.16,54,0.55,25,60,0.0,57.14168377823409
Nina Milosevic,65.0,135.0,67.0,5.7,53,3.53,72,0.0,0,100,0.0,30.078028747433265
Eddy Millis,73.0,185.0,72.0,0.0,0,3.36,22,0.0,0,0,7.2,59.09103353867214
Micah Miller,72.0,145.0,72.0,1.33,33,2.15,54,0.98,37,21,2.0,39.559206023271734
Adam Milstead,75.0,205.0,76.0,3.85,46,4.79,43,0.0,0,64,0.0,39.17864476386037
Alberto Mina,72.0,170.0,77.0,3.23,38,3.7,47,1.85,20,50,0.0,44.34770704996578
Vitaly Minakov,74.0,249.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,41.57973990417522
Che Mills,73.0,170.0,76.0,2.08,52,2.87,43,1.18,66,58,0.0,43.937029431895965
Mike Minniger,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Darrick Minner,67.0,145.0,69.0,2.63,65,2.28,35,2.4,72,66,2.7,36.3586584531143
Carlton Minus,70.0,170.0,75.0,3.5,40,4.97,50,0.0,0,58,0.0,33.36344969199179
Ikuhisa Minowa,69.0,181.0,72.0,0.88,40,1.66,49,1.82,41,5,1.9,50.65023956194388
Stipe Miocic,76.0,240.0,80.0,4.67,52,4.01,52,1.74,34,65,0.0,44.049281314168375
Yunosuke Minami,65.0,135.0,65.0,1.45,52,5.38,36,0.0,0,53,0.0,25.987679671457904
Mario Mingaj,75.0,185.0,78.0,1.62,33,6.49,52,0.0,0,0,0.0,27.857631759069132
Artur Minev,69.0,155.0,69.0,1.02,61,3.57,26,0.0,0,64,0.0,22.94318959616701
Frank Mir,75.0,264.0,79.0,2.18,47,3.84,38,2.02,40,54,2.0,47.28815879534565
Bella Mir,70.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,23.679671457905545
Juan Miranda,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Richie Miranda,68.0,155.0,75.0,3.07,38,4.47,43,1.0,11,0,0.0,32.068446269678304
Alexis Miranda,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,27.67419575633128
Mario Miranda,75.0,185.0,74.0,1.96,54,2.46,36,1.02,60,54,0.0,47.15400410677618
Gabriel Miranda,71.0,145.0,71.0,3.23,43,6.01,37,4.75,38,0,1.9,36.4517453798768
Vitor Miranda,73.0,185.0,77.0,2.98,45,2.95,58,0.95,55,50,0.2,47.493497604380565
Toby Misech,68.0,145.0,72.0,3.27,40,7.73,46,0.0,0,0,0.0,38.49965776865161
Felix Lee Mitchell,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Damir Mirenic,72.0,185.0,72.0,0.84,50,9.86,35,0.0,0,0,0.0,52.09582477754962
Kazuo Misaki,68.0,183.0,72.0,2.85,40,2.74,63,0.72,38,51,0.6,50.365503080082135
Danny Mitchell,74.0,170.0,72.0,2.53,49,2.53,52,0.0,0,100,3.0,40.07939767282683
Brad Mitchell,71.0,145.0,72.0,1.15,33,4.2,52,0.0,0,100,1.9,51.90691307323751
Clay Mitchell,74.0,185.0,72.0,1.63,85,0.0,0,0.0,0,100,4.1,39.59753593429158
Dokonjonosuke Mishima,67.0,155.0,72.0,1.06,41,1.22,52,2.47,40,25,1.4,54.38193018480493
Bryce Mitchell,70.0,135.0,70.0,2.19,59,1.51,58,3.12,36,38,1.3,31.923340177960302
Maurice Mitchell,69.0,145.0,72.0,3.8,55,3.54,60,0.0,0,100,0.0,39.1895961670089
David Mitchell,72.0,170.0,75.0,1.74,32,2.06,55,0.66,50,29,2.0,46.86926762491444
Terrence Mitchell,70.0,135.0,74.0,2.21,34,8.85,41,3.69,50,0,0.0,36.68446269678302
Eiji Mitsuoka,67.0,145.0,72.0,1.49,49,2.26,45,2.3,36,20,1.6,50.680355920602324
Matt Mitrione,75.0,265.0,82.0,3.55,50,2.79,64,0.0,0,55,0.7,48.145106091718
Jonathan  Mix,72.0,168.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.82340862422998
Roman Mitichyan,70.0,170.0,72.0,0.26,16,2.7,43,1.93,100,25,1.9,48.00547570157426
Hiromitsu Miura,69.0,170.0,71.0,2.12,34,2.12,58,2.23,50,69,0.6,44.955509924709105
Patchy Mix,71.0,135.0,70.0,5.3,43,7.3,43,2.5,62,0,0.0,33.05681040383299
Ryuho Miyaguchi,70.0,135.0,68.0,4.56,60,6.78,45,0.0,0,53,0.0,28.607802874743328
Tomoya Miyashita,67.0,139.0,72.0,1.67,65,0.93,33,4.0,80,0,2.0,45.13073237508556
Motoki Miyazawa,71.0,168.0,72.0,1.23,28,3.91,61,0.0,0,0,0.0,41.37166324435318
Kazuyuki Miyata,68.0,139.0,72.0,2.04,52,1.82,63,4.31,46,68,0.0,50.60369609856263
Mizuki,63.0,115.0,65.0,4.45,52,4.65,49,0.75,33,80,0.0,32.049281314168375
Takeya Mizugaki,67.0,135.0,69.0,3.37,37,3.27,57,1.46,57,70,0.1,42.724161533196444
Tatsuya Mizuno,73.0,205.0,72.0,2.25,37,3.52,53,1.19,25,40,3.6,45.2621492128679
Bobby Moffett,70.0,145.0,73.0,3.41,39,3.15,61,2.74,66,66,1.4,36.26557152635181
Roxanne Modafferi,67.0,125.0,69.0,3.35,30,5.7,51,1.35,23,30,0.1,43.950718685831625
Bronson Mohika,70.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Nate Mohr,69.0,155.0,72.0,3.79,41,2.5,74,0.45,50,71,0.0,43.51266255989049
Ashkan Mokhtarian,66.0,125.0,67.0,1.95,43,3.66,43,0.54,16,33,0.0,40.97467488021903
Muhammad Mokaev,67.0,125.0,70.0,1.61,45,1.35,57,5.29,41,25,0.8,26.102669404517453
Thiago Moises,69.0,155.0,70.0,2.52,42,4.4,52,1.37,29,52,1.1,31.457905544147845
Renato Moicano,71.0,155.0,72.0,4.1,49,3.55,59,1.68,40,64,0.6,37.295003422313485
Dan Molina,70.0,216.0,72.0,0.0,0,5.58,60,0.0,0,0,20.9,42.22861054072553
Suman Mokhtarian,68.0,145.0,72.0,2.21,43,6.85,48,0.0,0,0,0.0,34.23134839151266
Jeff Molina,66.0,125.0,69.0,7.25,48,5.04,55,0.0,0,66,0.0,29.138945927446954
Rudyard Moncayo,70.0,195.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,53.30595482546201
Michelle Montague,69.0,135.0,68.0,2.77,48,2.47,41,3.5,53,0,0.0,32.780287474332646
Jose Montanha,76.0,259.0,76.0,1.09,28,1.64,25,8.18,50,100,8.2,30.031485284052017
Hidetaka Monma,72.0,168.0,72.0,1.67,25,9.76,34,0.0,0,0,0.0,52.87063655030801
Andrew Montanez,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Darrell Montague,66.0,125.0,67.0,1.92,25,5.38,52,0.72,25,33,1.4,38.841889117043124
Jeff Monson,69.0,247.0,74.0,0.97,30,2.87,59,1.06,12,66,0.7,55.6331279945243
Erick Montano,72.0,170.0,73.0,2.79,44,2.06,64,2.29,36,66,0.0,40.79671457905544
Augusto Montano,73.0,170.0,73.0,3.46,46,2.66,56,0.0,0,66,0.0,41.86447638603696
Antonio Monteiro,67.0,145.0,70.0,3.93,49,8.33,33,1.0,33,66,1.0,31.1813826146475
Steve Montgomery,76.0,185.0,72.0,4.85,39,4.12,47,0.0,0,64,0.0,35.715263518138265
Sofia Montenegro,66.0,125.0,67.0,4.27,40,5.67,48,1.0,25,100,0.0,27.21971252566735
Alberto Montes,67.0,145.0,69.0,4.7,48,11.61,52,0.0,0,77,3.4,32.26830937713895
Nicco Montano,65.0,135.0,65.0,5.6,41,4.43,64,2.25,54,69,0.4,37.72210814510609
Homer Moore,70.0,205.0,72.0,0.68,50,0.68,0,5.07,66,0,0.0,54.776180698151954
Dustin Moore,64.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Nate Moore,72.0,170.0,72.0,2.21,25,2.87,42,1.23,16,25,0.0,43.419575633128
Todd Moore,69.0,170.0,71.0,1.83,26,2.3,57,0.78,14,54,0.0,42.68583162217659
James Moontasri,70.0,170.0,71.0,2.39,48,3.86,40,0.0,0,79,0.2,38.40657084188912
Taylor Moore,70.0,135.0,70.0,0.2,75,2.07,42,0.0,0,25,0.0,32.889801505817935
Sergio Moraes,72.0,170.0,72.0,2.42,42,3.73,59,1.2,38,75,0.4,44.12320328542094
Marlon Moraes,66.0,135.0,67.0,3.37,40,4.53,54,0.87,41,46,0.3,38.362765229295
Ricardo Morais,80.0,270.0,72.0,2.86,37,2.39,53,0.0,0,0,0.0,59.526351813826146
John Moraga,66.0,125.0,66.0,2.57,43,2.55,56,0.62,23,44,1.1,42.46406570841889
Leonardo Morales,68.0,135.0,72.0,2.05,47,2.05,58,0.0,0,62,0.0,33.7056810403833
Sheymon Moraes,68.0,145.0,72.0,3.0,42,3.64,63,0.0,0,53,0.0,35.90417522245038
Albert Morales,69.0,135.0,72.0,3.81,35,3.96,56,0.91,35,70,0.2,35.285420944558524
Joe Moreira,71.0,195.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,65.1772758384668
Christian Morecraft,78.0,260.0,81.0,2.82,34,2.46,46,3.26,66,50,2.2,39.99452429842574
Richardson Moreira,74.0,185.0,72.0,1.17,28,1.83,67,0.0,0,100,0.0,42.43394934976044
Joseph Morales,66.0,125.0,69.0,2.0,40,2.05,57,1.14,42,26,3.0,32.04106776180698
Gisele Moreira,66.0,135.0,72.0,5.93,42,6.33,48,4.0,57,0,0.0,45.64271047227926
Vince Morales,67.0,135.0,70.0,3.54,37,3.91,54,0.71,47,63,0.5,35.81656399726215
Paris Moran,70.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,30.587268993839835
Michael Morales,72.0,170.0,79.0,5.68,49,3.26,53,1.04,41,89,0.0,27.20328542094456
Omar Morales,71.0,155.0,73.0,3.42,40,3.18,58,0.46,100,63,0.0,40.8870636550308
Sarah Moras,67.0,135.0,67.0,2.28,34,3.58,50,0.67,21,33,0.8,38.351813826146476
Jesse Moreng,67.0,145.0,72.0,1.26,40,2.08,48,5.56,100,100,0.0,46.82546201232033
Vinicius Moreira,76.0,205.0,76.0,3.15,59,5.07,43,1.97,18,0,1.3,37.51950718685831
Peggy Morgan,73.0,135.0,72.0,2.27,23,8.2,33,0.0,0,50,0.0,46.724161533196444
Alexander Morgan,70.0,145.0,71.0,3.71,44,2.78,47,0.0,0,0,0.0,35.31553730321698
Maryna Moroz,67.0,125.0,67.0,4.42,33,4.89,51,0.7,24,42,0.6,34.99520876112252
Brandon Moreno,67.0,125.0,70.0,3.84,44,3.64,59,1.36,39,65,0.4,32.747433264887064
Alex Morono,71.0,170.0,72.0,4.9,39,4.88,55,0.32,24,47,0.3,36.05749486652977
Mike Moreno,72.0,185.0,72.0,1.27,51,1.07,58,0.0,0,44,0.0,39.59753593429158
Dan Moret,72.0,155.0,73.0,2.67,43,3.56,43,1.25,27,45,0.4,39.79192334017796
Sammy Morgan,70.0,170.0,72.0,1.05,22,3.74,40,1.43,20,0,0.5,44.93908281998631
Sergey Morozov,66.0,135.0,67.0,3.01,43,2.97,61,3.63,31,68,0.0,37.229295003422315
Scott Morris,70.0,210.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Brad Morris,74.0,205.0,72.0,0.5,62,6.95,27,0.0,0,0,0.0,46.847364818617386
Flavio Luiz Moura,71.0,183.0,72.0,0.67,16,0.0,0,0.0,0,0,0.0,50.61190965092403
Nikolas Motta,69.0,155.0,70.0,4.13,38,5.28,52,0.0,0,83,0.0,33.57426420260096
Jack Morrison,71.0,205.0,72.0,0.0,0,19.31,40,0.0,0,0,0.0,39.59753593429158
Carlos Mota,64.0,125.0,69.0,0.8,41,1.13,54,0.0,0,50,1.0,31.394934976043807
Anthony Morrison,67.0,145.0,72.0,1.7,33,0.49,80,0.0,0,50,0.0,42.4394250513347
